 size; sign size; sign time (ns) ; parity size; parity time ; concrete size; concrete time ;analysis time;concrete analysis time;abstract analysis time;sign diff;parity diff;concrete diff;concrete time diff;abstract time diff
25;5;300;5;100;5;1000;3070540;825451;868258;0,2;0,2;0,2;0,268829261;0,282770457
37;21;200;21;400;21;400;5340672;3409880;3431485;0,567567568;0,567567568;0,567567568;0,63847396;0,642519331
77;31;300;31;200;38;300;9665829;4933586;4575347;0,402597403;0,402597403;0,493506494;0,510415196;0,473352777
18;6;400;6;500;6;300;2419476;1073627;1065601;0,333333333;0,333333333;0,333333333;0,443743604;0,440426357
28;12;200;12;200;12;200;3800491;2268139;2355389;0,428571429;0,428571429;0,428571429;0,596801571;0,619759131
86;3;100;3;300;4;100;12239195;660748;499993;0,034883721;0,034883721;0,046511628;0,05398623;0,040851788
87;83;200;83;500;83;200;14614474;13959623;13932671;0,954022989;0,954022989;0,954022989;0,955191613;0,953347414
57;25;300;25;400;25;200;7734613;3293495;3441408;0,438596491;0,438596491;0,438596491;0,425812513;0,44493603
13;3;100;3;100;3;300;1446962;474933;483600;0,230769231;0,230769231;0,230769231;0,328227694;0,334217485
4;3;200;3;200;3;300;700323;484708;502784;0,75;0,75;0,75;0,692120636;0,717931583
78;33;200;33;300;36;200;12384547;4436785;3818481;0,423076923;0,423076923;0,461538462;0,358251699;0,308326255
57;21;800;21;200;21;500;9579862;3131225;3236604;0,368421053;0,368421053;0,368421053;0,326854917;0,337854971
38;13;200;13;300;13;100;5871053;1809554;1882716;0,342105263;0,342105263;0,342105263;0,30821626;0,320677739
32;3;200;3;200;3;200;4946643;482467;493009;0,09375;0,09375;0,09375;0,097534227;0,099665369
21;9;100;9;200;9;200;1630907;564691;587225;0,428571429;0,428571429;0,428571429;0,346243532;0,360060384
37;24;200;24;400;24;200;2257499;1714303;1592179;0,648648649;0,648648649;0,648648649;0,75938151;0,705284476
61;57;200;57;300;57;200;3561582;3229364;3329296;0,93442623;0,93442623;0,93442623;0,906721788;0,934780106
57;30;500;30;400;34;300;9546516;4773386;4114885;0,526315789;0,526315789;0,596491228;0,500013408;0,431035259
11;3;200;3;300;3;400;1812081;487498;492845;0,272727273;0,272727273;0,272727273;0,269026605;0,271977356
102;12;200;12;200;12;300;15873851;992797;996501;0,117647059;0,117647059;0,117647059;0,06254292;0,06277626
13;3;300;3;200;3;300;1998076;497557;538094;0,230769231;0,230769231;0,230769231;0,249018055;0,269306072
20;3;200;3;100;3;200;2097098;460875;488016;0,15;0,15;0,15;0,219767984;0,232710155
43;3;100;3;300;4;300;6857300;649176;485608;0,069767442;0,069767442;0,093023256;0,09466933;0,07081621
30;18;200;18;400;18;200;2714178;1228592;1299379;0,6;0,6;0,6;0,452657121;0,478737577
102;5;300;5;700;53;400;12219981;3257195;567873;0,049019608;0,049019608;0,519607843;0,26654665;0,046470858
13;6;300;6;200;6;300;2267059;659927;682405;0,461538462;0,461538462;0,461538462;0,29109388;0,301008928
3;3;200;3;200;3;200;487952;477554;489360;1;1;1;0,978690527;1,00288553
40;19;300;19;300;27;100;6614968;4315106;2831043;0,475;0,475;0,675;0,652324546;0,427975313
22;3;200;3;300;3;300;3120359;487052;481095;0,136363636;0,136363636;0,136363636;0,15608845;0,154179375
73;37;300;37;400;46;200;6899588;3391160;2703460;0,506849315;0,506849315;0,630136986;0,491501811;0,391829193
49;10;200;10;300;10;300;10591764;979805;1001787;0,204081633;0,204081633;0,204081633;0,09250631;0,094581696
25;3;200;3;100;3;200;1810138;490694;503385;0,12;0,12;0,12;0,271080989;0,278092057
56;22;300;22;400;22;300;9940263;3493872;3545768;0,392857143;0,392857143;0,392857143;0,351486877;0,356707665
8;3;200;3;100;3;800;1168657;485946;499999;0,375;0,375;0,375;0,415815761;0,427840675
10;4;800;4;100;4;200;1124533;492218;524223;0,4;0,4;0,4;0,437708809;0,466169512
29;8;500;8;300;8;300;2403834;701156;721487;0,275862069;0,275862069;0,275862069;0,291682371;0,30014011
22;8;100;8;200;8;200;3397381;1202722;1213093;0,363636364;0,363636364;0,363636364;0,35401446;0,357067106
21;6;100;6;100;6;200;1861678;708823;733138;0,285714286;0,285714286;0,285714286;0,380744146;0,393804944
44;4;200;4;200;8;300;4641944;884881;539622;0,090909091;0,090909091;0,181818182;0,190627246;0,11624914
13;3;200;3;200;3;100;1747306;606844;493984;0,230769231;0,230769231;0,230769231;0,347302648;0,282711786
15;9;500;9;300;9;200;1484627;868490;829456;0,6;0,6;0,6;0,584988687;0,558696561
74;73;200;73;200;73;300;12590862;12879360;12386658;0,986486486;0,986486486;0,986486486;1,022913284;0,983781571
13;4;200;4;200;4;100;1926262;634634;543624;0,307692308;0,307692308;0,307692308;0,329464009;0,282217061
16;3;200;3;200;3;200;1820054;488201;504718;0,1875;0,1875;0,1875;0,268234349;0,277309355
32;6;200;6;300;6;500;4175784;865487;866666;0,1875;0,1875;0,1875;0,207263355;0,207545697
20;8;300;8;100;8;100;2733132;894603;918277;0,4;0,4;0,4;0,32731789;0,335979748
30;5;400;5;100;5;200;4277824;706076;899314;0,166666667;0,166666667;0,166666667;0,165054944;0,210226975
110;39;200;52;100;52;1500;17195202;5358493;5671493;0,354545455;0,472727273;0,472727273;0,31162722;0,329829972
51;37;300;37;200;38;100;7106337;5541000;5217455;0,725490196;0,725490196;0,745098039;0,779726602;0,73419752
54;42;300;42;500;47;200;9653009;8709553;7165577;0,777777778;0,777777778;0,87037037;0,902263015;0,742315375
31;15;200;15;200;15;200;3582912;2083881;2223561;0,483870968;0,483870968;0,483870968;0,581616573;0,620601622
32;21;200;21;100;21;200;2279881;1683452;1700975;0,65625;0,65625;0,65625;0,738394679;0,746080607
48;3;200;3;200;5;300;5640314;817080;481713;0,0625;0,0625;0,104166667;0,144864275;0,085405352
64;11;200;11;100;15;500;6260213;1276335;846500;0,171875;0,171875;0,234375;0,203880443;0,135219041
22;4;400;4;200;4;400;2331204;496728;507272;0,181818182;0,181818182;0,181818182;0,213077877;0,217600862
19;3;300;3;300;3;400;1982975;650359;478020;0,157894737;0,157894737;0,157894737;0,327971356;0,241062041
69;53;100;53;400;54;500;13961773;11921416;11527063;0,768115942;0,768115942;0,782608696;0,853861182;0,825615987
83;11;100;11;100;11;200;4996513;1145723;1159248;0,13253012;0,13253012;0,13253012;0,229304517;0,232011405
10;3;200;3;200;3;200;1509296;477070;469517;0,3;0,3;0,3;0,316087765;0,311083446
26;16;200;16;200;16;200;2883253;1654607;1692340;0,615384615;0,615384615;0,615384615;0,573868127;0,586955082
38;6;300;6;100;6;200;4935778;561372;564314;0,157894737;0,157894737;0,157894737;0,113735261;0,114331317
77;17;600;17;200;17;200;11543748;1198830;1201772;0,220779221;0,220779221;0,220779221;0,10385102;0,104105876
39;12;200;12;100;12;300;2720011;963828;981204;0,307692308;0,307692308;0,307692308;0,354347096;0,360735306
15;4;100;4;200;4;200;1568441;491822;510480;0,266666667;0,266666667;0,266666667;0,313573797;0,325469686
52;9;300;9;100;27;200;6569957;2351613;1374370;0,173076923;0,173076923;0,519230769;0,357934306;0,209190106
10;4;100;4;200;4;400;1211367;498743;538939;0,4;0,4;0,4;0,411719157;0,444901504
11;3;200;3;200;3;300;1295974;587804;477405;0,272727273;0,272727273;0,272727273;0,453561568;0,368375446
11;3;600;3;300;3;500;1756056;630437;500060;0,272727273;0,272727273;0,272727273;0,359007344;0,284763128
19;5;200;5;400;5;400;2828629;946135;741975;0,263157895;0,263157895;0,263157895;0,334485364;0,262309055
10;3;200;3;1100;3;200;1293291;584208;521200;0,3;0,3;0,3;0,451722002;0,403002882
80;19;200;19;200;34;600;13813839;5918398;2580745;0,2375;0,2375;0,425;0,42843977;0,186823156
28;9;300;9;300;9;200;2469566;830204;875634;0,321428571;0,321428571;0,321428571;0,336174048;0,354569993
18;4;500;4;300;4;100;2193298;517528;522325;0,222222222;0,222222222;0,222222222;0,235958816;0,238145934
55;6;100;6;100;6;200;7199255;561725;586397;0,109090909;0,109090909;0,109090909;0,078025435;0,081452456
90;48;100;48;200;48;700;13884184;6765111;6976719;0,533333333;0,533333333;0,533333333;0,48725305;0,502493989
44;6;200;6;200;7;200;5691134;840868;674586;0,136363636;0,136363636;0,159090909;0,147750519;0,118532792
7;3;200;3;200;3;300;1233261;487367;485358;0,428571429;0,428571429;0,428571429;0,39518561;0,393556595
35;6;300;6;200;6;200;4221251;852368;874848;0,171428571;0,171428571;0,171428571;0,201923079;0,207248515
27;15;300;15;200;15;500;3286139;1024736;1045275;0,555555556;0,555555556;0,555555556;0,311835866;0,318086058
25;3;200;3;200;3;100;4006721;647060;506087;0,12;0,12;0,12;0,16149365;0,126309518
70;5;200;5;200;5;800;6107060;704270;865324;0,071428571;0,071428571;0,071428571;0,115320629;0,141692402
36;15;200;15;200;15;200;6106203;1450921;1409947;0,416666667;0,416666667;0,416666667;0,237614275;0,23090405
23;16;200;16;100;16;300;2953139;1215403;1210407;0,695652174;0,695652174;0,695652174;0,411563086;0,409871327
109;51;200;51;200;81;300;14372056;10432913;8712575;0,467889908;0,467889908;0,743119266;0,725916529;0,606216327
25;3;200;3;100;3;300;2631481;487859;502619;0,12;0,12;0,12;0,18539332;0,191002329
31;9;100;9;200;9;200;4596940;1260336;1231360;0,290322581;0,290322581;0,290322581;0,274168469;0,267865145
27;3;100;3;100;3;200;2128828;615564;499780;0,111111111;0,111111111;0,111111111;0,289156287;0,234767675
29;3;200;3;200;3;200;2526437;573743;512763;0,103448276;0,103448276;0,103448276;0,227095708;0,20295895
42;13;100;13;200;14;200;8036361;2537955;2183239;0,30952381;0,30952381;0,333333333;0,315808984;0,2716701
5;3;200;3;300;3;300;1104745;519206;470274;0,6;0,6;0,6;0,46997814;0,425685565
64;25;400;25;200;25;100;7392308;1649737;1439571;0,390625;0,390625;0,390625;0,223169408;0,194739045
76;56;200;56;200;56;400;6942301;6365921;6252536;0,736842105;0,736842105;0,736842105;0,916975654;0,900643173
74;3;600;3;100;3;300;12214156;463556;498772;0,040540541;0,040540541;0,040540541;0,037952356;0,040835568
11;3;200;3;200;3;200;1566623;496858;506848;0,272727273;0,272727273;0,272727273;0,317152244;0,323529018
28;4;200;4;200;8;300;1948955;878599;512806;0,142857143;0,142857143;0,285714286;0,450805175;0,26311844
3;3;100;3;200;3;300;532444;493905;503876;1;1;1;0,927618679;0,946345531
29;13;1000;13;200;13;100;2283446;1260495;1332459;0,448275862;0,448275862;0,448275862;0,552014368;0,583529893
55;8;100;8;300;11;100;7894614;962232;592816;0,145454545;0,145454545;0,2;0,121884617;0,075091195
46;16;300;16;100;16;500;6759117;2074549;2153617;0,347826087;0,347826087;0,347826087;0,306926038;0,318624016
47;8;200;8;200;8;200;6473359;692891;710263;0,170212766;0,170212766;0,170212766;0,10703732;0,109720935
50;3;400;3;100;3;200;7196883;503377;519686;0,06;0,06;0,06;0,069943752;0,072209872
19;3;100;3;200;3;200;1927228;475137;525393;0,157894737;0,157894737;0,157894737;0,246539071;0,272615902
45;18;100;18;200;18;300;5931420;1203038;1246779;0,4;0,4;0,4;0,202824619;0,210199075
11;6;200;6;200;6;500;1655447;652851;683148;0,545454545;0,545454545;0,545454545;0,394365389;0,41266679
52;7;200;7;200;7;400;8395907;1078769;862534;0,134615385;0,134615385;0,134615385;0,128487488;0,102732677
21;15;200;15;300;15;400;2851412;1740510;1786512;0,714285714;0,714285714;0,714285714;0,610402846;0,626535906
8;5;200;5;400;5;200;1350925;692632;878492;0,625;0,625;0,625;0,51270944;0,650289246
8;4;300;4;200;4;400;1125117;482996;552184;0,5;0,5;0,5;0,429285132;0,490779181
19;11;500;11;100;11;200;2377047;1014683;1033806;0,578947368;0,578947368;0,578947368;0,426867033;0,434911889
44;6;700;6;200;7;200;7871006;854406;676546;0,136363636;0,136363636;0,159090909;0,108551054;0,085954197
91;4;400;4;100;4;200;12471425;537464;543371;0,043956044;0,043956044;0,043956044;0,043095637;0,043569279
41;3;300;3;600;3;100;2994675;486725;496535;0,073170732;0,073170732;0,073170732;0,162530158;0,165805972
50;16;100;16;100;21;100;3540771;1862829;1096436;0,32;0,32;0,42;0,526108297;0,309660241
14;4;200;4;200;4;300;2092928;521320;541498;0,285714286;0,285714286;0,285714286;0,249086447;0,258727486
42;40;200;40;200;40;200;6422320;5648535;5992049;0,952380952;0,952380952;0,952380952;0,879516281;0,933003805
32;3;400;3;300;3;100;2164734;486638;547844;0,09375;0,09375;0,09375;0,224802678;0,253076821
81;20;200;20;200;20;100;10183879;1819540;1875478;0,24691358;0,24691358;0,24691358;0,178668659;0,184161458
13;4;1000;4;100;4;200;1992221;532863;537584;0,307692308;0,307692308;0,307692308;0,267471832;0,269841549
17;10;500;10;100;10;200;1728837;590264;664831;0,588235294;0,588235294;0,588235294;0,341422586;0,384553894
27;14;400;14;100;14;400;3287085;1979636;1866829;0,518518519;0,518518519;0,518518519;0,602246671;0,567928423
77;3;100;3;100;3;200;8109380;471970;502617;0,038961039;0,038961039;0,038961039;0,058200504;0,061979707
21;11;300;11;300;11;300;2921242;934174;974109;0,523809524;0,523809524;0,523809524;0,319786584;0,333457139
39;3;200;3;200;3;300;1815563;474825;491153;0,076923077;0,076923077;0,076923077;0,261530445;0,270523799
12;5;100;5;500;5;100;2127095;692191;945079;0,416666667;0,416666667;0,416666667;0,325416119;0,444305026
60;26;200;26;100;27;200;10308075;3920651;3783214;0,433333333;0,433333333;0,45;0,380347543;0,367014598
11;4;200;4;100;4;300;1350104;495251;525089;0,363636364;0,363636364;0,363636364;0,366824334;0,388924853
47;22;100;22;300;24;200;6510079;1945290;1566494;0,468085106;0,468085106;0,510638298;0,298812042;0,240625959
60;6;200;6;100;11;300;7831859;1111421;564557;0,1;0,1;0,183333333;0,141910241;0,072084674
11;5;700;5;700;5;100;1341058;714296;711085;0,454545455;0,454545455;0,454545455;0,532636172;0,530241794
26;3;200;3;200;3;400;4070030;491225;511219;0,115384615;0,115384615;0,115384615;0,120693214;0,125605708
38;33;100;33;100;33;200;4958186;2491446;2667668;0,868421053;0,868421053;0,868421053;0,502491435;0,538033063
35;3;200;3;200;5;100;5430471;859014;505370;0,085714286;0,085714286;0,142857143;0,158184069;0,093061909
27;10;300;10;200;10;200;3096548;798870;784671;0,37037037;0,37037037;0,37037037;0,257987281;0,253401853
37;3;200;3;100;3;200;2409567;506807;504268;0,081081081;0,081081081;0,081081081;0,210331151;0,209277434
49;27;300;27;700;27;200;4981283;2723423;2554287;0,551020408;0,551020408;0,551020408;0,546731234;0,512776929
16;4;300;4;200;4;300;1663548;490448;517041;0,25;0,25;0,25;0,294820468;0,310806181
39;17;300;17;100;17;200;5558998;2501651;2770164;0,435897436;0,435897436;0,435897436;0,450018331;0,498320741
79;8;200;8;300;8;400;8840038;732834;789568;0,101265823;0,101265823;0,101265823;0,082899417;0,089317263
16;3;200;3;400;3;200;2476230;484962;523003;0,1875;0,1875;0,1875;0,195846912;0,211209379
46;6;100;6;100;6;200;8536860;880208;888251;0,130434783;0,130434783;0,130434783;0,103106763;0,104048913
49;5;200;5;100;5;300;5952573;694731;706392;0,102040816;0,102040816;0,102040816;0,116711042;0,118670027
52;37;200;37;200;37;100;8541726;5344515;5552883;0,711538462;0,711538462;0,711538462;0,625694971;0,650089104
35;27;1100;27;300;27;500;2399084;1676325;1774220;0,771428571;0,771428571;0,771428571;0,698735434;0,739540591
12;7;200;7;100;7;400;1361194;537554;629401;0,583333333;0,583333333;0,583333333;0,394913583;0,462388903
23;3;500;3;100;3;400;1900628;501987;600016;0,130434783;0,130434783;0,130434783;0,264116387;0,31569355
9;3;300;3;200;3;300;1154656;472474;537080;0,333333333;0,333333333;0,333333333;0,40919027;0,465142865
5;3;200;3;400;3;300;902776;490546;591113;0,6;0,6;0,6;0,543375101;0,654772612
75;15;300;15;200;16;200;10454821;2291104;2119397;0,2;0,2;0,213333333;0,219143302;0,202719587
37;14;100;14;200;14;300;3228520;1169579;1219500;0,378378378;0,378378378;0,378378378;0,362264753;0,377727256
8;3;100;3;200;3;500;950688;486558;514054;0,375;0,375;0,375;0,511795668;0,54071788
89;24;200;24;300;24;300;10912690;3352957;3604778;0,269662921;0,269662921;0,269662921;0,307253024;0,330329002
11;3;200;3;200;3;100;2016977;492487;517859;0,272727273;0,272727273;0,272727273;0,244170856;0,256750077
13;6;200;6;400;6;200;1541791;673502;733583;0,461538462;0,461538462;0,461538462;0,436830932;0,475799249
19;3;400;3;300;3;200;1869256;494540;508549;0,157894737;0,157894737;0,157894737;0,264565153;0,272059579
17;3;100;3;200;3;800;2691290;496256;504771;0,176470588;0,176470588;0,176470588;0,184393358;0,187557268
57;4;300;4;200;4;400;8528508;507942;525873;0,070175439;0,070175439;0,070175439;0,059558131;0,061660609
41;17;200;17;100;17;300;6376740;3026606;2847490;0,414634146;0,414634146;0,414634146;0,474632179;0,446543218
10;3;400;3;200;3;100;1484201;489553;548912;0,3;0,3;0,3;0,329842791;0,3698367
45;3;100;3;200;3;200;3877990;489484;510495;0,066666667;0,066666667;0,066666667;0,126221058;0,131639071
87;67;200;67;200;67;400;13875510;10110726;10127591;0,770114943;0,770114943;0,770114943;0,728674189;0,72988964
76;28;200;28;300;28;200;8887847;2025291;2249606;0,368421053;0,368421053;0,368421053;0,227871947;0,253110343
48;27;500;27;400;27;600;3491541;1111235;1176460;0,5625;0,5625;0,5625;0,318264915;0,336945778
44;33;100;33;100;33;200;9770837;6911703;7143324;0,75;0,75;0,75;0,707380852;0,73108619
30;10;200;10;100;10;200;3657194;1243783;1273064;0,333333333;0,333333333;0,333333333;0,340092158;0,34809857
13;3;200;3;200;3;300;2124994;491160;507491;0,230769231;0,230769231;0,230769231;0,23113477;0,238819968
31;13;200;13;100;14;200;4013937;1138728;1098725;0,419354839;0,419354839;0,451612903;0,283693541;0,273727515
41;24;300;24;100;24;200;3952956;1968257;2034297;0,585365854;0,585365854;0,585365854;0,497920291;0,514626776
23;15;200;15;200;15;200;3842737;2125961;2165165;0,652173913;0,652173913;0,652173913;0,553241349;0,563443452
41;5;400;5;400;5;600;4644707;815201;876311;0,12195122;0,12195122;0,12195122;0,175511825;0,188668736
69;4;300;4;100;14;200;11994190;1724361;690241;0,057971014;0,057971014;0,202898551;0,143766357;0,057547946
52;4;200;4;100;4;300;6109376;500667;511436;0,076923077;0,076923077;0,076923077;0,081950595;0,083713296
80;44;300;44;200;46;100;9114189;3304365;3519095;0,55;0,55;0,575;0,362551731;0,386111699
58;23;200;23;300;24;400;7164963;3294320;3471230;0,396551724;0,396551724;0,413793103;0,459781858;0,484472844
63;44;100;44;500;44;800;6885621;3170052;3288221;0,698412698;0,698412698;0,698412698;0,460387233;0,477548939
49;3;200;3;200;3;100;3171773;506133;522695;0,06122449;0,06122449;0,06122449;0,159574156;0,164795841
75;18;1000;18;200;18;300;12004924;2600580;2670564;0,24;0,24;0,24;0,216626111;0,222455719
34;6;200;6;200;6;100;4586348;667432;717504;0,176470588;0,176470588;0,176470588;0,145525808;0,156443427
27;3;100;3;100;3;300;3725723;462521;494064;0,111111111;0,111111111;0,111111111;0,124142616;0,132608892
17;9;200;9;200;9;200;2585321;811330;836688;0,529411765;0,529411765;0,529411765;0,313821765;0,323630218
51;8;200;8;200;9;300;8232618;1601473;1244334;0,156862745;0,156862745;0,176470588;0,194527792;0,151146816
47;45;400;45;300;45;200;7212535;7061081;7251845;0,957446809;0,957446809;0,957446809;0,97900128;1,005450234
13;6;300;6;400;6;100;1085495;545140;581109;0,461538462;0,461538462;0,461538462;0,502204064;0,535340098
12;4;600;4;200;4;200;1481456;510046;508965;0,333333333;0,333333333;0,333333333;0,344286972;0,343557284
24;3;400;3;400;10;700;3401223;1557374;520163;0,125;0,125;0,416666667;0,457886472;0,152934106
41;6;200;6;100;6;200;5705112;550264;654685;0,146341463;0,146341463;0,146341463;0,096451043;0,114754101
10;4;300;4;700;4;100;1369263;488203;579236;0,4;0,4;0,4;0,35654436;0,42302757
33;9;300;9;400;9;300;3765017;712793;749534;0,272727273;0,272727273;0,272727273;0,189319995;0,199078517
9;3;300;3;200;3;200;1090630;493124;500405;0,333333333;0,333333333;0,333333333;0,452146007;0,458821965
62;7;200;7;200;7;400;9849974;847973;882813;0,112903226;0,112903226;0,112903226;0,086088857;0,089625922
35;8;300;8;100;8;400;5311930;1219031;1239694;0,228571429;0,228571429;0,228571429;0,229489282;0,233379205
18;4;200;4;200;4;100;2310641;500972;535274;0,222222222;0,222222222;0,222222222;0,216810833;0,231656064
117;64;300;64;300;89;1400;19291752;14332214;10928072;0,547008547;0,547008547;0,760683761;0,742919254;0,56646343
22;3;100;3;200;3;300;3158052;497634;508850;0,136363636;0,136363636;0,136363636;0,157576253;0,161127809
66;58;200;58;200;59;200;7604227;5907759;5996966;0,878787879;0,878787879;0,893939394;0,776904608;0,788635847
34;3;200;3;500;8;400;5346047;1060803;533728;0,088235294;0,088235294;0,235294118;0,198427548;0,09983601
88;4;300;4;200;4;100;14860536;684965;702283;0,045454545;0,045454545;0,045454545;0,046092887;0,047258255
69;6;500;6;200;6;400;11116983;1082431;1091420;0,086956522;0,086956522;0,086956522;0,097367334;0,098175917
77;12;200;12;200;16;500;12480266;2420732;1848406;0,155844156;0,155844156;0,207792208;0,193964776;0,148106298
14;3;100;3;200;3;800;1351288;500954;603621;0,214285714;0,214285714;0,214285714;0,37072334;0,446700481
22;6;200;6;100;6;200;2264479;1102965;1278724;0,272727273;0,272727273;0,272727273;0,487072302;0,564687948
35;4;200;4;200;4;400;3274088;509758;630560;0,114285714;0,114285714;0,114285714;0,155694655;0,192591036
10;3;200;3;200;3;300;1886890;495007;742047;0,3;0,3;0,3;0,262340147;0,393264578
6;4;200;4;200;4;600;911944;530006;792805;0,666666667;0,666666667;0,666666667;0,581182616;0,86935711
43;28;200;28;400;28;200;5785330;4057668;4265520;0,651162791;0,651162791;0,651162791;0,701371918;0,737299342
11;6;100;6;200;6;100;1146360;586491;590311;0,545454545;0,545454545;0,545454545;0,511611536;0,514943822
37;3;800;3;200;3;300;3108212;493250;537026;0,081081081;0,081081081;0,081081081;0,158692522;0,172776503
32;3;100;3;300;3;400;4373124;499524;513418;0,09375;0,09375;0,09375;0,114225894;0,117403028
57;6;100;6;100;7;300;8131340;865551;704706;0,105263158;0,105263158;0,122807018;0,106446293;0,08666542
22;12;200;12;100;12;200;2016120;936071;1005734;0,545454545;0,545454545;0,545454545;0,464293296;0,498846299
56;10;200;10;100;10;100;7244300;1218974;1249104;0,178571429;0,178571429;0,178571429;0,168266637;0,172425769
10;3;200;3;200;3;300;1600201;481327;493464;0,3;0,3;0,3;0,300791588;0,30837626
18;12;200;12;200;12;500;1785911;984083;992397;0,666666667;0,666666667;0,666666667;0,551025779;0,555681106
20;5;100;5;200;5;200;1993760;787842;745968;0,25;0,25;0,25;0,39515388;0,374151352
38;17;200;17;200;17;300;4825902;2271247;2145285;0,447368421;0,447368421;0,447368421;0,470636785;0,44453555
56;24;300;24;100;24;100;9581966;4008659;4131773;0,428571429;0,428571429;0,428571429;0,418354542;0,431203054
21;3;300;3;100;3;200;1591553;479642;524714;0,142857143;0,142857143;0,142857143;0,301367281;0,32968679
81;62;200;62;300;62;400;12503745;9223172;9347469;0,765432099;0,765432099;0,765432099;0,737632765;0,747573547
9;3;200;3;500;3;200;1679828;497670;529147;0,333333333;0,333333333;0,333333333;0,296262474;0,315000702
28;9;400;9;300;9;100;3435217;725252;746075;0,321428571;0,321428571;0,321428571;0,211122616;0,217184242
61;20;200;20;200;20;200;8540702;2841006;3054459;0,327868852;0,327868852;0,327868852;0,332643148;0,35763559
33;14;300;14;200;14;200;5118416;2056255;2108461;0,424242424;0,424242424;0,424242424;0,401736592;0,411936232
60;23;200;23;400;42;400;8565769;4772806;3171610;0,383333333;0,383333333;0,7;0,557195273;0,370265647
49;6;400;6;200;6;500;3602181;671634;715425;0,12244898;0,12244898;0,12244898;0,186452041;0,198608843
15;11;300;11;300;11;300;1830443;960110;986989;0,733333333;0,733333333;0,733333333;0,524523298;0,539207722
72;3;500;3;100;25;200;10700657;3106088;511959;0,041666667;0,041666667;0,347222222;0,290270775;0,047843698
99;21;300;21;200;21;100;11300583;3249391;3221182;0,212121212;0,212121212;0,212121212;0,287541891;0,285045648
67;43;300;43;200;43;200;6353094;2033086;2279243;0,641791045;0,641791045;0,641791045;0,320015098;0,358761101
48;11;300;11;400;11;200;5177394;931800;953721;0,229166667;0,229166667;0,229166667;0,179974713;0,184208696
8;3;300;3;300;3;200;1104246;505609;495930;0,375;0,375;0,375;0,45787714;0,449111883
38;16;300;16;100;16;200;4807951;2123069;2254891;0,421052632;0,421052632;0,421052632;0,441574592;0,468992092
37;19;300;19;100;19;400;5103688;2843485;2952008;0,513513514;0,513513514;0,513513514;0,557143187;0,578406831
20;9;400;9;300;9;400;3318266;814874;865485;0,45;0,45;0,45;0,245572236;0,260824479
43;36;400;36;300;36;500;6021953;4829234;4880296;0,837209302;0,837209302;0,837209302;0,801938175;0,810417484
53;38;100;38;200;38;200;3919372;1480558;1558876;0,716981132;0,716981132;0,716981132;0,377753885;0,397736168
64;46;200;46;300;46;300;12153029;9050195;9277413;0,71875;0,71875;0,71875;0,744686366;0,763382775
10;6;200;6;300;6;500;1614440;1094036;1108673;0,6;0,6;0,6;0,677656649;0,68672295
31;3;200;3;200;3;900;4346578;484910;509157;0,096774194;0,096774194;0,096774194;0,111561325;0,117139736
24;13;200;13;300;13;300;2980376;953434;984764;0,541666667;0,541666667;0,541666667;0,319903932;0,330416028
6;3;600;3;300;3;200;1026016;480504;510457;0,5;0,5;0,5;0,468320182;0,497513684
12;3;200;3;200;3;200;1379224;487777;517550;0,25;0,25;0,25;0,353660464;0,37524724
25;16;400;16;300;16;300;1811265;654933;696155;0,64;0,64;0,64;0,361588724;0,384347404
36;17;200;17;400;17;600;5168797;1352901;1364856;0,472222222;0,472222222;0,472222222;0,261743884;0,264056801
42;5;200;5;300;5;200;5072729;696695;716517;0,119047619;0,119047619;0,119047619;0,137341261;0,141248823
17;3;200;3;200;3;100;1976408;498204;506530;0,176470588;0,176470588;0,176470588;0,252075482;0,256288175
27;9;200;9;100;9;200;2214355;827075;856863;0,333333333;0,333333333;0,333333333;0,373506055;0,386958279
21;3;300;3;100;3;400;1906394;479713;488484;0,142857143;0,142857143;0,142857143;0,251633713;0,256234545
58;12;200;12;200;12;200;7759378;1095470;1079037;0,206896552;0,206896552;0,206896552;0,141180131;0,139062306
13;6;300;6;500;6;200;2361763;664618;710104;0,461538462;0,461538462;0,461538462;0,281407576;0,300666917
10;3;200;3;200;3;100;1075325;524553;538096;0,3;0,3;0,3;0,487808802;0,500403134
8;3;200;3;300;3;200;1100144;498666;514363;0,375;0,375;0,375;0,45327339;0,467541522
18;3;300;3;200;3;200;1737614;493330;516105;0,166666667;0,166666667;0,166666667;0,283912307;0,297019361
129;66;300;66;100;66;100;18235155;2070200;2328580;0,511627907;0,511627907;0,511627907;0,113527963;0,127697297
15;3;200;3;100;3;300;1605830;699151;522189;0,2;0,2;0,2;0,435382948;0,325183239
27;6;200;6;300;6;100;2881563;765380;782712;0,222222222;0,222222222;0,222222222;0,265612794;0,271627585
16;3;500;3;200;3;500;1786277;485925;511698;0,1875;0,1875;0,1875;0,272032277;0,286460611
16;3;400;3;100;3;400;2061510;481036;513890;0,1875;0,1875;0,1875;0,23334158;0,249278442
69;58;200;63;100;63;500;11497461;10852994;10950594;0,84057971;0,913043478;0,913043478;0,943947016;0,952435846
12;3;100;3;100;3;200;1406004;497952;515044;0,25;0,25;0,25;0,354161155;0,366317592
97;50;100;50;500;50;100;14321287;8047466;8509833;0,515463918;0,515463918;0,515463918;0,56192338;0,594208677
41;16;100;16;200;16;200;5235612;1019532;1077301;0,390243902;0,390243902;0,390243902;0,194730244;0,205764102
